0.0,0,0.7272135416666666
0.0,1,0.658203125
0.0,2,0.6409505208333334
0.0,3,0.6630859375
0.0,4,0.7151692708333334
0.2,0,0.803453947368421
0.2,1,0.7369791666666666
0.2,2,0.71484375
0.2,3,0.73828125
0.2,4,0.73828125
0.4,0,0.7098214285714286
0.4,1,0.5910326086956522
0.4,2,0.6048177083333334
0.4,3,0.6129557291666666
0.4,4,0.6116536458333334
0.6,0,0.625
0.6,1,0.49966032608695654
0.6,2,0.5299479166666666
0.6,3,0.4970703125
0.6,4,0.5048828125
0.8,0,0.564453125
0.8,1,0.45040760869565216
0.8,2,0.4495442708333333
0.8,3,0.4485677083333333
0.8,4,0.42578125
1.0,1,0.3468070652173913
1.0,2,0.4049479166666667
1.0,3,0.3489583333333333
1.0,4,0.4000651041666667
=================================
0.0,0,0.6604817708333334
0.0,1,0.6494140625
0.0,2,0.7151692708333334
0.0,3,0.69921875
0.0,4,0.6217447916666666
0.2,0,0.7791940789473685
0.2,1,0.7262369791666666
0.2,2,0.7200520833333334
0.2,3,0.7259114583333334
0.2,4,0.7291666666666666
0.4,0,0.7566964285714286
0.4,1,0.6056385869565217
0.4,2,0.6119791666666666
0.4,3,0.615234375
0.4,4,0.5774739583333334
0.6,0,0.6545138888888888
0.6,1,0.5183423913043478
0.6,2,0.5084635416666666
0.6,3,0.5065104166666666
0.6,4,0.5211588541666666
0.8,0,0.490625
0.8,1,0.4154211956521739
0.8,2,0.4501953125
0.8,3,0.4365234375
0.8,4,0.4482421875
1.0,1,0.4164402173913043
1.0,2,0.3981119791666667
1.0,3,0.4046223958333333
1.0,4,0.4026692708333333
=================================
0.0,0,0.69921875
0.0,1,0.6315104166666666
0.0,2,0.6422526041666666
0.0,3,0.6461588541666666
0.0,4,0.7073567708333334
0.2,0,0.7734375
0.2,1,0.7379557291666666
0.2,2,0.7347005208333334
0.2,3,0.7415364583333334
0.2,4,0.74609375
0.4,0,0.7265625
0.4,1,0.5472146739130435
0.4,2,0.5862630208333334
0.4,3,0.4951171875
0.4,4,0.6292317708333334
0.6,0,0.6493055555555556
0.6,1,0.537703804347826
0.6,2,0.50390625
0.6,3,0.5120442708333334
0.6,4,0.5182291666666666
0.8,0,0.54296875
0.8,1,0.4398777173913043
0.8,2,0.4469401041666667
0.8,3,0.4069010416666667
0.8,4,0.4446614583333333
1.0,1,0.4123641304347826
1.0,2,0.4059244791666667
1.0,3,0.4039713541666667
1.0,4,0.3899739583333333
